owner_name,operating_name,permit_number,street,city,state,zip,county,latitude,longitude
"LAST CHANCE DISTILLING, LLC",,WA-S-20220,309 METHOW VALLEY HWY N UNIT D,TWISP,WA,98856,USA,48.937238,-119.4375161
MIDWEST CUSTOM BOTTLING LLC,,WI-S-15007,N27 W23921 PAUL RD STE A,PEWAUKEE,WI,53072,WAUKESHA,43.0446126,-88.2587999
STE. MICHELLE WINE ESTATES LLC,,WA-S-20186,14111 NE 145TH ST,WOODINVILLE,WA,98072,,47.6768496,-122.1273099
STE. MICHELLE WINE ESTATES LLC,,WA-S-20187,1736 JB GEORGE RD,WALLA WALLA,WA,99362,,46.0480961,-118.35216456947175
STE. MICHELLE WINE ESTATES LLC,,WA-S-20188,1663 CORKRUM RD,WALLA WALLA,WA,99362,,46.0480961,-118.35216456947175
STE. MICHELLE WINE ESTATES LLC,,WA-S-20191,660 FRONTIER RD,PROSSER,WA,99350,,46.2258998,-119.2322826
"FOUR FEATHERS WINE ESTATES, LLC",FOUR FEATHERS WINE ESTATES,WA-S-20193,101 BENITZ RD,PROSSER,WA,99350,YAKIMA,46.2258998,-119.2322826
PREMIUMCO LLC,SPRING VALLEY VINYARD,WA-S-20195,1663 CORKRUM RD,WALLA WALLA,WA,99362,,46.0480961,-118.35216456947175
PREMIUMCO LLC,NORTHSTAR,WA-S-20196,1736 J.B. GEORGE RD,WALLA WALLA,WA,99362,,46.0480961,-118.35216456947175
RAINMAKER CIDER LLC,LOCUST CIDER,WA-S-20197,3207 57TH STREET CT,GIG HARBOR,WA,98335,,47.0365017,-122.9047626
SCHILLING CIDER LLC,SCHILLING CIDER,WA-S-20198,4402 D ST NW STE 101,AUBURN,WA,98001,USA,47.300299100000004,-122.2455935545311
EVERGREEN DISTILLERY LLC,BATCH 206 DISTILLERY,WA-S-20200,1417 ELLIOTT AVE W,SEATTLE,WA,98119,,47.6128674,-122.3365807
"HELLS CANYON DISTILLERY, LLC",,WA-S-20202,63 TRANQUIL LN BLDG B,ANATONE,WA,99401,ASOTIN,46.0480961,-118.35216456947175
PRECEPT BRANDS LLC,,WA-S-20204,1102 W CHERRY ST,WALLA WALLA,WA,99362,WALLA WALLA,46.0480961,-118.35216456947175
"HUNEY JUN, LLC",HUNEY JUN,WA-S-20207,10090 MAIN ST UNIT 3,PESHASTIN,WA,98847,CHELAN,46.581071300000005,-120.49308306327268
"WEISS CREEK, LLC",,WA-S-20208,15805 242ND ST SE,SNOHOMISH,WA,98296,SNOHOMISH,47.917168700000005,-122.23595039691268
REMLINGER FARM LLC,REMLINGER FARMS,WA-S-20209,32610 NE 32ND ST,CARNATION,WA,98014,KING COUNTY,47.6727532,-122.1213094
WILD SPIRITS DISTILLING COMPANY LLC,WILD SPIRITS DISTILLING,WA-S-20210,590 MERLOT DR STE 1,PROSSER,WA,99350,BENTON,46.2258998,-119.2322826
TYSON CURTIS SCHILLING,RUSTIC DISTILLERY,WA-S-20211,155 NE ROSE ST,COLLEGE PLACE,WA,99324,WALLA WALLA,46.0480961,-118.35216456947175
"OAKS BLOOD DISTILLERY, LLC",OAKS BLOOD DISTILLERY,WA-S-20212,1635 S WALNUT ST STE A,BURLINGTON,WA,98233,SKAGIT,48.7330088,-122.466372
IVRE BON BONS LLC,,WA-S-20213,1422 31ST AVE S,SEATTLE,WA,98144,KING,47.6128674,-122.3365807
"WOODLAND MEADOW FARMS, LLC",DAIRYLAND DISTILLING,WA-S-20215,12125 TREOSTI RD,SNOHOMISH,WA,98290,,47.917168700000005,-122.23595039691268
FLETCHER FAMILY FARMS LLC,,WA-S-20216,140 FLETCHER RD,OROVILLE,WA,98844,OKANOGAN,48.937238,-119.4375161
"FIREWATER DISTILLERY, LLC",RAINFIRE,WA-S-20217,19835 SE 248TH ST STE B,MAPLE VALLEY,WA,98038,KING,47.3577499,-122.110737
ANDERSON CREEK FARM LLC,,WA-S-20219,46526 STATE ROUTE 2,GOLD BAR,WA,98251,SNOHOMISH,47.6727532,-122.1213094
"SCHOONER EXACT, LLC",,WA-S-20221,3902 1ST AVE,SEATTLE,WA,98134,,47.6128674,-122.3365807
"AEPPELTREOW, INC.",,WI-S-15000,1072 288TH AVE,BURLINGTON,WI,53105,RACINE,42.6786889,-88.2753709
"45TH PARALLEL SPIRITS, LLC",,WI-S-15004,1570 MADISON AVE,NEW RICHMOND,WI,54017,SAINT CROIX,44.53979305,-90.03911745082598
"YAHARA BAY DISTILLERS, INC.",YAHARA BAY DISTILLERS,WI-S-15005,6250 NESBITT RD,FITCHBURG,WI,53719,DANE,42.967640849999995,-90.33042460582658
"CITY BREWING COMPANY, LLC",,WI-S-15010,1106 S 3RD ST,LA CROSSE,WI,54601,LA CROSSE,44.53979305,-90.03911745082598
"OLD SUGAR DISTILLERY, LLC",,WI-S-15011,931 E MAIN ST SUITE 8,MADISON,WI,53703,DANE,44.0360738,-89.524536
"WOLLERSHEIM WINERY, INC.",WOLLERSHEIM DISTILLERY,WI-S-15012,7876 HIGHWAY 188,PRAIRIE DU SAC,WI,53578,SAUK,42.967640849999995,-90.33042460582658
THE NORTH WOODS DISTILLERY LLC,,WI-S-15017,135 W MAIN ST,COLEMAN,WI,54112,MARINETTE,44.49176,-88.1046718
C & N CORPORATION,DOOR COUNTY DISTILLERY,WI-S-15018,5806 HIGHWAY 42,STURGEON BAY,WI,54235,DOOR,44.5291982,-88.0593286
GLOBAL UNIVERSAL SRL,MINHAS MICRO DISTILLERY,WI-S-15019,1302 14TH AVE UNITS A -,MONROE,WI,53566,GREEN,42.967640849999995,-90.33042460582658
CLOVER MEADOW LLC,,WI-S-15020,23396 THOMPSON RD,SHELL LAKE,WI,54871,WASHBURN,46.2038963,-91.08788356679199
"VAN DRASTIC, LLC",,WI-S-15021,SAUK TRAIL RD,CEDAR GROVE,WI,53013,SHEBOYGAN,43.02988085,-87.92012556020981
GALLOWAY COMPANY,GALLOWAY COMPANY,WI-S-18,601 S COMMERCIAL ST,NEENAH,WI,54956,WINNEBAGO,44.307136,-88.30936172858387
CHIPPEWA RIVER DISTILLERY AND BREWERY LLC,CHIPPEWA RIVER DISTILLERY,WI-S-20017,402 W RIVER ST,CHIPPEWA FALLS,WI,54729,CHIPPEWA,44.307136,-88.30936172858387
MEISENBURG BREWING AND DISTILLING LLC,TREBOLES AND KEY,WI-S-20024,,MALONE,WI,53049,FOND DU LAC,44.0552585,-88.16557769541275
"CENTRAL TIME DISTILLERY AND WINERY, INC.",TIMEKEEPER DISTILLERY,WI-S-20041,720 GRANT ST,WAUSAU,WI,54403,MARATHON,44.53979305,-90.03911745082598
JACKSON WINE LLC,GENEVA LAKE DISTILLING,WI-S-20044,401 SHERIDAN SPRINGS RD,LAKE GENEVA,WI,53147,WALWORTH,42.60353345,-88.42385250776061
EAGLE TRACE BREWING COMPANY LLC,EAGLE PARK DISTILLING,WI-S-20052,S64 W15640 COMMERCE CENTER PKWY,MUSKEGO,WI,53150,WAUKESHA,42.9933755,-88.2441376835577
"TRES LUCKY, LLC",LUCKY GUYS DISTILLERY,WI-S-20064,101 SECOND ST UNIT 101 & 212 FIRST ST UNIT 214,HUDSON,WI,54016,ST. CROIX,44.53979305,-90.03911745082598
ARTY'S INC. PARTNERSHIP,ARTYS,WI-S-20002,18 6TH ST,CLINTONVILLE,WI,54929,,44.307136,-88.30936172858387
HENDRICKS FAMILY DISTILLERY LLC,,WI-S-20004,3570 N COUNTY ROAD K,OMRO,WI,54963,WINNEBAGO,43.994161399999996,-88.57717453872148
"WHITE WINTER WINERY, INC.",,WI-S-20005,68323 LEA ST STE A,IRON RIVER,WI,54847,BAYFIELD,46.2038963,-91.08788356679199
B & E DISTILLERY INC.,,WI-S-20006,N3465 GREEN VALLEY RD,PULASKI,WI,54162,SHAWANO,44.307136,-88.30936172858387
"SAMMLETON DISTILLING, LLC",TWISTED PATH DISTILLERY,WI-S-20008,2018 S 1ST ST UNIT 177,MILWAUKEE,WI,53207,MILWAUKEE,43.02988085,-87.92012556020981
"EMCO CHEMICAL DISTRIBUTORS, INC.",,WI-S-20009,8601 95TH ST,PLEASANT PRAIRIE,WI,53158,KENOSHA,42.539111,-87.8597674
CENTRAL STANDARD LLC,CENTRAL STANDARD LLC,WI-S-20010,2330 W CLYBOURN ST,MILWAUKEE,WI,53233,MILWAUKEE,43.02988085,-87.92012556020981
"NORTHERN WATERS DISTILLERY, LLC",,WI-S-20011,8136 HIGHWAY 51 S,MINOCQUA,WI,54548,,44.53979305,-90.03911745082598
"DRIFTLESS GLEN DISTILLERY, LLC",,WI-S-20012,300 WATER ST,BARABOO,WI,53913,SAUK,44.0360738,-89.524536
"JAMESTOWN DISTILLERY, LLC",,WI-S-20019,4547 TIMBER LN,KIELER,WI,53812,GRANT,42.967640849999995,-90.33042460582658
ANGRY SPIRITS DISTILLING LLC,,WI-S-20020,15896 US HIGHWAY 63,HAYWARD,WI,54843,SAWYER,46.2038963,-91.08788356679199
PERLICK DISTILLERY LLC,"PERLICK DISTILLERY, LLC",WI-S-20028,,SARONA,WI,54870,WASHBURN,46.2038963,-91.08788356679199
"COPPER CROW DISTILLERY, LLC",,WI-S-20029,37395 ST HWY 13 HWY N,BAYFIELD,WI,54814,BAYFIELD,46.2038963,-91.08788356679199
"DANCING GOAT DISTILLERY, LLC",,WI-S-20030,909 VINEYARD DR,CAMBRIDGE,WI,53523,DANE,43.32017085,-88.38657566988931
"STATE LINE DISTILLERY, LLC",STATE LINE DISTILLERY,WI-S-20031,1413 NORTHERN CT,MADISON,WI,53703,,44.0360738,-89.524536
LEDGEROCK DISTILLERY LLC,,WI-S-20032,N N5287 GRANDVIEW RD,FOND DU LAC,WI,54937,,44.0552585,-88.16557769541275
VON STIEHL WINERY LTD.,VON STIEHL WINERY,WI-S-20033,108 STEELE ST,ALGOMA,WI,54201,,44.5291982,-88.0593286
"DOCATTYS, LLC",,WI-S-20034,109 N MAIN ST UNIT 2,WAUPACA,WI,54981,WAUPACA,44.0360738,-89.524536
"SUGAR RIVER DISTILLERY, INC.",,WI-S-20035,COUNTY RD W HWY 69,NEW GLARUS,WI,53574,GREEN,42.967640849999995,-90.33042460582658
HICKORY VIEW DISTILLERY LLC,HATCH DISTILLING COMPANY,WI-S-20036,7740 42 HWY,EGG HARBOR,WI,54209,DOOR,44.5291982,-88.0593286
"DRIFTLESS PURE, LLC",,WI-S-20038,129 E VINE ST,LA CROSSE,WI,54601,,44.53979305,-90.03911745082598
LEDGESTONE ESTATE LLC,LEDGESTONE VINEYARDS,WI-S-20039,6381 STATE HIGHWAY 57,GREENLEAF,WI,54126,,44.0552585,-88.16557769541275
IMAGINARY FACTORY LLC,IMAGINARY FACTORY,WI-S-20042,1401 NORTHERN CT,MADISON,WI,53703,DANE,44.0360738,-89.524536
"PLANK ROAD DISTILLERY, LLC",,WI-S-20043,601 EASTERN AVE,PLYMOUTH,WI,53073,,44.0552585,-88.16557769541275
DOUNDRINS DISTILLING LLC,,WI-S-20045,300 PROGRESS DR STE E,COTTAGE GROVE,WI,53527,DANE,43.32017085,-88.38657566988931
CULLEN AND HARRISON LLC,PLAIN SPOKE COCKTAIL COMPANY,WI-S-20046,5353 MALY RD STE B,SUN PRAIRIE,WI,53590,DANE COUNTY,44.0360738,-89.524536
"ST. MARY'S DISTILLERY, LLC",,WI-S-20047,26001 MELROSE RD,CASHTON,WI,54619,MONROE,44.53979305,-90.03911745082598
AVID DRINKERS LLC,AVID DRINKERS LLC,WI-S-20048,1413 NORTHERN CT,MADISON,WI,53703,DANE,44.0360738,-89.524536
OCTOPI BREWING LLC,OCTOPI,WI-S-20049,1131 UNIEK DR,WAUNAKEE,WI,53597,DANE,44.0360738,-89.524536
THE EAU CLAIRE BREWING PROJECT LLC,,WI-S-20051,1807 N OXFORD AVE,EAU CLAIRE,WI,54703,EAU CLAIRE,44.53979305,-90.03911745082598
STABLE ROCK WINERY LLC,STABLE ROCK WINERY & DISTILLERY,WI-S-20053,123 W MILWAUKEE ST,JEFFERSON,WI,53549,JEFFERSON,42.60353345,-88.42385250776061
"ANCHOR STILLHOUSE HOLDINGS, LLC",WATERFORD STILLHOUSE,WI-S-20054,228 E MAIN ST,WATERFORD,WI,53185,RACINE,42.9933755,-88.2441376835577
PARADISE NORTH DISTILLERY CO.,,WI-S-20055,101 BAY BEACH RD STE 5,GREEN BAY,WI,54302,BROWN,44.5291982,-88.0593286
"CIDER FARM BRANDS, LLC",THE CIDER FARM,WI-S-20056,8216 WATTS RD,MADISON,WI,53719,DANE,42.967640849999995,-90.33042460582658
OAK HAVEN DISTILLERY LLC,,WI-S-20057,12722 COUNTY ROAD V,GLEN HAVEN,WI,53810,,42.967640849999995,-90.33042460582658
S&S DISTILLING CO.,TIGHT BARREL DISTILLERY,WI-S-20058,222 MAIN ST,MENASHA,WI,54952,WINNEBAGO,44.307136,-88.30936172858387
"TWELVE5 BEVERAGE CO., LLC",,WI-S-20059,590 ENTERPRISE DR,NEENAH,WI,54956,,44.307136,-88.30936172858387
AWILDAN DISTILLING LLC,,WI-S-20060,5353 MALY RD STE D,SUN PRAIRIE,WI,53590,,44.0360738,-89.524536
"FORTRESS NUTRITION, LLC",FORTRESS NUTRITION,WI-S-20062,16595 W STRATTON DR,NEW BERLIN,WI,53151,,43.0152199,-88.0473547
"TATTERSALL COMPANIES, LLC",TATTERSALL DISTILLING COMPANY,WI-S-20063,1777 PAULSON RD,RIVER FALLS,WI,54022,ST. CROIX,44.53979305,-90.03911745082598
HATFIELD & MCCOY MOONSHINE THE DRINK OF DEVIL ANSE HATFIELD LLC,,WV-S-20002,297 JAMES AVE,GILBERT,WV,25621,MINGO,37.2238459,-81.534133
"BIGG RIGGS DISTILLERY, LLC",FLYING BUCK DISTILLERY,WV-S-20010,13841 NORTHWESTERN PIKE,AUGUSTA,WV,26704,HAMPSHIRE,39.2934304,-78.5838726
MOLSON COORS BEVERAGE COMPANY USA LLC,,WI-S-20066,3939 W HIGHLAND BLVD,MILWAUKEE,WI,53208,MILWAUKEE,43.02988085,-87.92012556020981
NATURAL SPIRITS LLC,,WI-S-20067,686 PROGRESS WAY UNIT #10,SUN PRAIRIE,WI,53590,DANE,44.0360738,-89.524536
STALLER ESTATE VINEYARD AND WINERY LLC,STALLER ESTATE DISTILLERY,WI-S-20069,W8896 COUNTY HIGHWAY A,DELAVAN,WI,53115,WALWORTH,42.60353345,-88.42385250776061
"LIFT BRIDGE BREWING TECHNOLOGIES, LLC",LIFT BRIDGE BREWING CO,WI-S-20076,1280 MADISON AVE,NEW RICHMOND,WI,54017,SAINT CROIX,44.53979305,-90.03911745082598
"EXPERIMENTAL SPIRITS, INC",,WI-S-20080,2330 W MITCHELL RD BLDG B,EAU CLAIRE,WI,54701,EAU CLAIRE,44.53979305,-90.03911745082598
WISCONSIN DISTILLING COMPANY LLC,,WI-S-20082,516 W LAWRENCE ST STE 100,APPLETON,WI,54911,OUTAGAMIE,44.307136,-88.30936172858387
"PILOT PROJECT BREWING MILWAUKEE, LLC",,WI-S-20084,1128 N 9TH ST,MILWAUKEE,WI,53233,,43.02988085,-87.92012556020981
ENGLISH PRAIRIE DISTILLING COMPANY LLC,ENGLISH PRAIRIE DISTILLING CO,WI-S-20094,118 N WISCONSIN AVE BLDG,MUSCODA,WI,53573,GRANT,42.967640849999995,-90.33042460582658
SMOOTH AMBLER SPIRITS CO.,,WV-S-15002,745 INDUSTRIAL PARK RD,MAXWELTON,WV,24957,GREENBRIER,37.746857,-80.457057
HATFIELD & MCCOY ALLIANCE LLC,,WV-S-20003,107 W THIRD AVE STE 1,WILLIAMSON,WV,25661,,37.7680816,-82.2358267
BLACK DRAFT FARM LLC,,WV-S-20004,1140 KELLY ISLAND RD,MARTINSBURG,WV,25405,BERKELEY,39.402153150000004,-77.98580773635342
APPALACHIAN DISTILLERY LLC,,WV-S-20005,3875 CEDAR LAKES DR,RIPLEY,WV,25271,JACKSON,38.8279695,-81.7650403
STEPHEN SETTIMI,FLYING SQUIRREL RANCH & FARM,WV-S-20007,134 RADA RD,PURGITSVILLE,WV,26852,HAMPSHIRE,39.2172658,-78.9224902
WICKED SPIRITS DISTILLERY LLC,WICKED SPIRITS DISTILLING COMPANY,WV-S-20008,4342 BUNNELLS RUN RD,HARRISVILLE,WV,26362,,39.2190795,-81.0369471
KBC DISTILLING COMPANY LLC,MOUNTAIN MAMA MOONSHINE,WV-S-20009,126 CARSEY DR,MAN,WV,25635,LOGAN,37.7426778,-81.8796219
ELKHORN MOUNTAIN DISTILLERY LLC,,WV-S-20011,2141 JENKINS RUN RD,MOOREFIELD,WV,26836,HARDY,39.0760898,-78.957155
LUTZ FARMS LLC,STILL HOLLOW,WV-S-20012,128 STINK RUN RD,HARMAN,WV,26270,RANDOLPH,38.888985,-79.561861
MOUNTAIN STATE SPIRITS LLC,,WV-S-20014,231 VALLEY WAY,BRIDGEPORT,WV,26330,TAYLOR,39.2794195,-80.2556501
"SPIKEWORLD ENTERPRISES, INC.",MANNCAVE DISTILLING,WV-S-20015,851 LEFT MILLSTONE RD,WESTON,WV,26452,,38.8341787,-80.4477146
"COUNTRY ROADS DISTILLERY, LLC",COUNTRY ROADS DISTILLERY,WV-S-20016,100 HARVEST LN BLDG 1,WHEELING,WV,26003,OHIO,40.0570851,-80.7211658
UNCORKED INC,,WV-S-20017,45 WINERY LN,SUMMERSVILLE,WV,26651,NICHOLAS,38.2564422,-80.856547
"THREE SPRINGS DISTILLERIES, LLC",,WV-S-20018,592 DOC MILLER RD,COOL RIDGE,WV,25825,RALEIGH,37.7107991,-81.098628
DOUBLE BARREL DISTILLERY LLC.,DOUBLE BARREL DISTILLERY,WV-S-20019,202 FORESTS EDGE DR,FORT ASHBY,WV,26719,MINERAL,39.4947898,-78.7785334
"THE BULLOCK DISTILLERY, LLC",THE BULLOCK DISTILLERY COMPANY,WV-S-20020,121 WASHINGTON ST W,CHARLESTON,WV,25302,KANAWHA,38.3528224,-81.6473723
ROUND RIVER DISTILLING LLC,,WI-S-20065,741 S MAIN ST,VIROQUA,WI,54665,VERNON,42.967640849999995,-90.33042460582658
MULLINS DISTILLERY LLC,KNOWLTON HOUSE DISTILLERY,WI-S-20070,204575 COUNTY RD. DB,MOSINEE,WI,54455,,44.53979305,-90.03911745082598
"TOWNSHIP 23 DISTILLERY, LLC",,WI-S-20071,W2363 COUNTY RD D,NELSON,WI,54756,BUFFALO,44.53979305,-90.03911745082598
SPIRITS OF NORWAY VINEYARD LLC,,WI-S-20073,22200 W 6 MILE RD,FRANKSVILLE,WI,53126,RACINE,43.02988085,-87.92012556020981
WALSH BOTTLING LLC,WALSH BOTTLING,WI-S-20074,813 W WOLF RIVER AVE,NEW LONDON,WI,54961,UNITED STATES,44.307136,-88.30936172858387
"SWEET GRACE DISTILLING CO., LLC",,WI-S-20075,1106 S 3RD ST,LACROSSE,WI,54601,,44.53979305,-90.03911745082598
"WHITE BEAR SPIRITS, LLC",SOLU ESTATE WINERY,WI-S-20077,N3041 W COUNTY ROAD A,CASCADE,WI,53011,,44.0552585,-88.16557769541275
STURGEON SPIRITS INC,STURGEON SPIRITS,WI-S-20081,2663 OREGON ST,OSHKOSH,WI,54902,USA,43.994161399999996,-88.57717453872148
"SPRECHER BREWING COMPANY, LLC",SPRECHER BREWING CO.,WI-S-20083,701 W GLENDALE AVE,GLENDALE,WI,53209,,43.02988085,-87.92012556020981
ASPEN SKY LLC,ASPEN SKY,WI-S-20085,860 ENTERPRISE DR,SLINGER,WI,53086,WASHINGTON,43.32017085,-88.38657566988931
THE WINE VINEYARD LLC,LEWIS STATION WINERY & DISTILLERY,WI-S-20086,217 N MAIN ST,LAKE MILLS,WI,53551,JEFFERSON,42.9933755,-88.2441376835577
BRV  LLC,WHISKEY RUN DISTILLING CO,WI-S-20087,8523 N KLITZKE RD,NEW GLARUS,WI,53574,GREEN,42.967640849999995,-90.33042460582658
EAGLE TRACE BREWING COMPANY LLC,EAGLE PARK DISTILLING,WI-S-20088,823 E HAMILTON ST,MILWAUKEE,WI,53202,MILWAUKEE,43.02988085,-87.92012556020981
AMAZING ICE CREAM LLC,THIRD COAST FROZEN DISTILLERY,WI-S-20089,125 W GRAND AVE,PORT WASHINGTON,WI,53074,OZAUKEE,43.02988085,-87.92012556020981
"CENTRAL WATERS BREWING CO.,  INC.",,WI-S-20090,340 ALLEN ST,AMHERST,WI,54406,POTAGE,44.0360738,-89.524536
MERSHONIAN CIDERY LLC,MERSHON'S CIDERY,WI-S-20092,124 W MAIN ST,STOUGHTON,WI,53589,,42.9933755,-88.2441376835577
WILCRAFT CAN LLC,,WI-S-20093,400 W BELL CT STE 100,OAK CREEK,WI,53154,MILWAUKEE,43.02988085,-87.92012556020981
UNBOUND SPIRITS LLC,,WI-S-20095,318 STEELE ST,ALGOMA,WI,54201,KEWAUNEE,44.5291982,-88.0593286
THE WORKS CORPORATION,OLD STATION 31 SPIRITS,WI-S-20096,W9689 STATE ROAD 96,DALE,WI,54931,OUTAGAMIE,44.307136,-88.30936172858387
GLACIER CREEK DISTILLERY LLC,,AK-S-15000,1540 N SHORELINE DR,WASILLA,AK,99654,MATANUSKA SUSITNA,61.5840663,-149.42771
PATRICK LEVY,FAIRBANKS DISTILLING COMPANY,AK-S-20004,410 CUSHMAN ST,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR BOROUGH,64.820268,-147.7975058
"ALASKAN BREWING, LLC",ALASKAN DISTILLING CO.,AK-S-20017,5366 COMMERCIAL BLVD,JUNEAU,AK,99801,CITY AND BOROUGH OF JUNEAU,58.3814914,-134.6419152
JEFFREY ALAN ARTHUR,MOUNTAIN STATE DISTILLERY,WV-S-20021,800 KANAWHA BLVD UNIT 1ST FLOOR,CHARLESTON,WV,25301,KANAWHA,38.3401554,-81.6316258
THE AUTHENTIC HATFIELD & MCCOY FAMILIES DEVELOPMENT LLC,AUTHENTIC HATFIELD & MCCOY,WV-S-20027,405 RAILROAD AVE BLDG 3-301,LOGAN,WV,25601,LOGAN,37.8422969,-81.9793795
GREAT CACAPON DISTILLING LIMITED COMPANY,GREAT CACAPON DISTILLING COMPANY,WV-S-20028,378 ALMIRA LOOP,YELLOW SPRINGS,WV,26865,,39.1829905,-78.5056372
CRYSTAL RIDGE DISTILLERY INCORPORATED,CRYSTAL RIDGE DISTILLERY,AR-S-20012,455 BROADWAY ST,HOT SPRINGS,AR,71901,GARLAND,34.4561975,-93.0614872
"THE AGRICULTURAL FOUNDATION OF CALIFORNIA STATE UNIVERSITY, FRESNO",FRESNO STATE VINEYARDS,CA-S-15064,2360 E BARSTOW AVE,FRESNO,CA,93740,FRESNO,36.808018149999995,-119.76066615375548
"OPOLO WINES, LP, OPOLO MANAGEMENT LLC, GP",OPOLO WINES,CA-S-15136,7110 VINEYARD DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,34.9389618,-120.4199532
"GRAND TETON VODKA, INC.",GRAND TETON DISTILLERY,WY-S-20005,2040 N STATE LINE RD BLDG V-1,ALTA,WY,83414,TETON,43.9305054,-122.91306254990272
ARCOLA DISTILLERY,,WY-S-20010,4460 COUNTY ROAD 207 RD,CARPENTER,WY,82054,USA,41.145138,-104.7689332
"NEW HERITAGE DISTILLING, LLC",NEW HERITAGE DISTILLING,WV-S-20023,737 WILLIAM AVE STE 1,DAVIS,WV,26260,TUCKER,39.1289404,-79.4626268
"FALLING SPRING CIDER STILL, LLC",APPLE BLOSSOM BRANDY,WV-S-20024,461 BROWNSTOWN RD,RENICK,WV,24966,GREENBRIER,38.1782891,-80.2131169
SOUTH BRANCH WHISKEY INC,SOUTH BRANCH WHISKEY,WV-S-20025,101 HIGH STONE RD,JUNCTION,WV,26852,HAMPSHIRE,39.2172658,-78.9224902
BOOTLEG DISTILLING LLC,BOOTLEG DISTILLING,WV-S-20029,384 YEAKLEY DR,MARTINSBURG,WV,25403,BERKELEY,39.402153150000004,-77.98580773635342
STARS AND BARS WHISKEY INC,STARS AND BARS WHISKEY,WV-S-20030,101 HIGH STONE RD,JUNCTION,WV,26852,HAMPSHIRE,39.2172658,-78.9224902
DRY RUN SPIRITS LLC,DRY RUN SPIRITS,WV-S-20031,3576 DRY RUN RD,FRANKLIN,WV,26807,PENDLETON,38.6721926,-79.4900564
DEVIL'S DUE DISTILLERY LLC,DEVIL'S DUE DISTILLERY,WV-S-20033,315 JAMES BURR BLVD,KEARNEYSVILLE,WV,25430,JEFFERSON,39.402153150000004,-77.98580773635342
STILLWORKS DISTILLERY LLC,STILLWORKS DISTILLERY,WV-S-20034,3500 EMERSON AVE,PARKERSBURG,WV,26104,WOOD,39.2886093,-81.4965229
SUNSET DISTILLING COMPANY LLC,,WV-S-20035,392 RUDOLPH LN,YELLOW SPRING,WV,26865,HAMPSHIRE,39.1829905,-78.5056372
NJ RANDOLPH DISTILLING COMPANY,,WV-S-20036,619 4TH AVE,HUNTINGTON,WV,25701,CABELL,38.4224735,-82.4507423
"CAPSTONE SPIRITS, LLC",,WV-S-20037,20 JR HAWVERMALE WAY,BERKELEY SPRINGS,WV,25411,MORGAN,39.6255065,-78.231158
"FRANK-LIN DISTILLERS PRODUCTS, LTD.",,CA-S-117,2455 HUNTINGTON DR,FAIRFIELD,CA,94533,SOLANO,37.93348225,-122.0631367
O'NEILL BEVERAGES CO. LLC,O'NEILL VINTNERS & DISTILLERS,CA-S-15001,8418 S LAC JAC AVE,PARLIER,CA,93648,FRESNO,36.808018149999995,-119.76066615375548
"FOG'S END DISTILLERY, LLC",,CA-S-15018,425 ALTA ST BLDG 15,GONZALES,CA,93926,MONTEREY,36.998471699999996,-121.553356908497
"LAVA SPRINGS, INC.",,CA-S-15020,2221 FRUITRIDGE RD,PLACERVILLE,CA,95667,EL DORADO,38.3864424,-120.73378344549431
"STAG'S LEAP WINE CELLARS, LLC",STAG'S LEAP WINE CELLARS,CA-S-15042,5766 SILVERADO TRL,NAPA,CA,94558,NAPA,37.93348225,-122.0631367
"TPWC, INC.","QUARRY LAKE WINERY, SONOMA",CA-S-15087,26200 ARNOLD DR,SONOMA,CA,95476,SONOMA,38.32874325,-122.7079962
"CORNING & COMPANY DISTILLERS, LLC",CORNING & COMPANY,CA-S-15098,5535 STATE FARM DR,ROHNERT PARK,CA,94928,SONOMA,38.32874325,-122.7079962
"PINE RIDGE WINERY, LLC",SEGHESIO FAMILY VINEYARDS,CA-S-15121,700 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.4034992,-122.8213783
WASHUT'S BREW HOUSE L.L.C.,,WY-S-15003,1224 WESTVIEW DR,SHERIDAN,WY,82801,SHERIDAN,32.7440238,-90.0331404
"WYOMING WHISKEY, INC.",,WY-S-15004,100 S NELSON ST,KIRBY,WY,82430,HOT SPRINGS,44.2695245,-105.4961457
"BACKWARDS DISTILLING COMPANY, LLC",,WY-S-20002,158 PROGRESS CIRCLE,MILLS,WY,82644,NATRONA,32.7440238,-90.0331404
"VANATTA FINE LIQUOR, LLC",1890 SPIRITS,WY-S-20003,1 STEVENSON RD,LARAMIE,WY,82070,ALBANY,41.3086218,-105.5564336
"JACKSON HOLE DISTILLERY, LLC",JACKSON HOLE STILL WORKS,WY-S-20004,3940 S EAGLE VIEW DR,JACKSON,WY,83001,USA,32.7440238,-90.0331404
"GEYSER DISTILLING, LLC",GEYSER DISTILLING,WY-S-20006,1326 BECK AVE,CODY,WY,82414,PARK,44.2695245,-105.4961457
WMC/PBD LLC,PINE BLUFFS DISTILLING,WY-S-20007,115 BOURBON ST,PINE BLUFFFS,WY,82082,LARAMIE,41.1452312,-104.76893019426069
"COWBOY COUNTRY DISTILLING, INC.",,WY-S-20008,1 COBBLESTONE DR,PINEDALE,WY,82941,,32.7440238,-90.0331404
