owner_name,operating_name,permit_number,street,city,state,zip,county,latitude,longitude
"AMBRABEV, LLC",BLUE ROOK CANE SPIRITS,KY-S-20054,522 TECHWOOD DR,DANVILLE,KY,40422,,38.05227595,-84.71392512928796
"DIAGEO AMERICAS SUPPLY, INC.",DIAGEO LEBANON DISTILLERY,KY-S-20084,100 BOURBON DR,LEBANON,KY,40033,MARION,37.69642305,-85.19020668288361
"BALANCE DISTILLING COMPANY, LLC",,KY-S-20093,3558 WILL BOHANNON RD,SMITH'S GROVE,KY,42171,WARREN,37.4849132,-86.2704447
"WOLF CREEK VINEYARDS, INC.",,OH-S-15023,2637 CLEVELAND MASSILLON RD,NORTON,OH,44203,SUMMIT,41.100651,-81.654346
CLEVELAND  DISTILLERY LLC,,OH-S-20027,13000 ATHENS AVE STE C230,LAKEWOOD,OH,44107,CUYAHOGA,41.4638196,-81.76928673921569
TRADITIONAL AND INNOVATIVE SPIRITS LLC,"TRADITIONAL AND INNOVATIVE SPRITS, LLC",OH-S-20038,3645 LANE RD STE 203,PERRY,OH,44081,LAKE,41.8025561,-81.0713978
"ARCTIC SPIRITS, INC.",,TX-S-15001,5004 BEE CREEK RD STE. 320,SPICEWOOD,TX,78669,TRAVIS,30.5212069,-97.83337996537672
"UNCLE BILLY'S, LP, UBGP, LLC GENERAL PARTNER",UNCLE BILLY'S SPIRITS,TX-S-15038,16776 FITZHUGH RD UNIT B,DRIPPING SPRINGS,TX,78620,HAYS,30.0880604,-97.82334800199865
"PEAK ORGANIC BREWING COMPANY, LLC","PEAK ORGANIC BREWING CO., LLC",RI-S-20013,461 MAIN ST,PAWTUCKET,RI,02860,,42.3638802,-71.0333738
"HARDSCOOP, INC",HARDSCOOP DISTILLERY,SC-S-20029,2030 WAMBAW CREEK RD STE 101 & 102,CHARLESTON,SC,29406,BERKELEY,32.9976622,-80.0388864
RLB DISTILLERY COMPANY INC.,ROTTEN LITTLE BASTARD DISTILLILNG,SC-S-20042,2139 BOUNDARY ST STE 101,BEAUFORT,SC,29902,,32.2756634,-81.0799734
COASTAL PURE BEVERAGES LLC,COASTAL PURE BEVERAGES,SC-S-20051,4100 CAROLINA COMMERCE PKWY STE 102 & 103,NORTH CHARLESTON,SC,29456,CHARLESTON,33.0340088,-80.0616404
"BUFFALO TRACE DISTILLERY, INC.",BUFFALO TRACE DISTILLERY,KY-S-9,113 GREAT BUFFALO TRACE,FRANKFORT,KY,40601,FRANKLIN,38.05227595,-84.71392512928796
MICHTER'S DISTILLERY LLC,,KY-S-20003,2351 NEW MILLENNIUM DR,LOUISVILLE,KY,40216,JEFFERSON,38.12756005,-85.77883046992378
COPPER & KINGS AMERICAN BRANDY COMPANY,,KY-S-20014,1121 E WASHINGTON ST,LOUISVILLE,KY,40206,JEFFERSON,38.12756005,-85.77883046992378
WASHTUCKY HOLDINGS LLC,,KY-S-20068,955 CHENAULT RD BLDG B STE 2,FRANKFORT,KY,40601,FRANKLIN,38.05227595,-84.71392512928796
"SILVER SPRINGS FARM EQWINE & VINEYARD, LLC",,KY-S-20081,3710 LEESTOWN RD,LEXINGTON,KY,40511,FAYETTE,38.0048761,-84.5206435
"LUXCO, INC.",LIMESTONE BRANCH DISTILLERY,KY-S-20105,1280 VETERANS MEMORIAL HWY,LEBANON,KY,40033,,37.69642305,-85.19020668288361
"GINKINS INTERNATIONAL, LLC",GINKINS DISTILLERY,KY-S-20125,934 W OAK ST,LOUISVILLE,KY,40203,UNITED STATES,38.12756005,-85.77883046992378
BROWN-FORMAN CORPORATION,THE WOODFORD RESERVE DISTILLERY,KY-S-776,7855 MCCRACKEN PIKE,VERSAILLES,KY,40383,WOODFORD,38.05227595,-84.71392512928796
"MOUNTAIN DOME WINERY, INC",,WA-S-15000,16315 E TEMPLE RD,SPOKANE,WA,99217,SPOKANE,47.7468334,-117.39658767297351
"KOEHLER ENTERPRISES, INC.",EAGLE CLIFFS DISTILLERY,WA-S-15068,160 WHITEWATER RD,LONGVIEW,WA,98632,COWLITZ,46.6632016,-122.9667887
PARLIAMENT DISTILLERY LLC,PARLIAMENT DISTILLERY,WA-S-20003,14209 29TH ST E STE 104,SUMNER,WA,98391,PIERCE,47.300299100000004,-122.2455935545311
"PHILLIPPI FRUIT CO., INC.",PHILLIPPI FRUIT COMPANY,WA-S-20024,1921 FIFTH ST UNIT B,WENATCHEE,WA,98801,CHELAN,46.581071300000005,-120.49308306327268
BLUE SPIRITS DISTILLING LLC,BLUE SPIRITS DISTILLING,WA-S-20056,920 FRONT ST STE B1,LEAVENWORTH,WA,98826,CHELAN,46.581071300000005,-120.49308306327268
"HIGH RIDGE SPIRITS, LLC.",HIGH RIDGE SPIRITS LLC,AL-S-20001,1401 HUNTSVILLE RD,FLORENCE,AL,35630,LAUDERDALE,34.80034525,-87.65267433394888
"REMUS SPIRITS, LLC",GOLD DIRT DISTILLERY,CO-S-20104,51 MAIN ST UNIT A,ROLLINSVILLE,CO,80474,GILLPIN,39.75260385,-105.22287559016559
RICK THOMAS DISTILLERY LLC,RICK THOMAS DISTILLERY,CO-S-20162,830 MINERS RD,BLACK HAWK,CO,80422,GILPIN,39.75260385,-105.22287559016559
"CONNECTICUT VALLEY DISTILLERY, LLC",,CT-S-15005,7 INDUSTRIAL DR STE 9,ELLINGTON,CT,06029,TOLLAND,41.64272125,-72.77054737286309
GREENFIELD GLOBAL USA INC.,,CT-S-20018,82 W CLARK ST,WEST HAVEN,CT,06516,,41.3086005,-72.8961003
"JOHN FITCH DISTILLING, LLC",OLD ROUTE TWO SPIRITS,CT-S-20023,51 GLENDALE RD UNIT A,SOUTH WINDSOR,CT,06074,,41.64272125,-72.77054737286309
"GREAT PLAINS DISTILLERY, L.L.C.",GREAT PLAINS DISTILLERY,NE-S-20006,213 W RAILWAY ST BLDG 1,SCOTTSBLUFF,NE,69361,SCOTTS BLUFF,41.87685875,-103.59491845572903
JOHNNIE BYRD BREWING COMPANY,JOHNNIE BYRD BREWING COMPANY,NE-S-20021,121 N PEARL ST,WAYNE,NE,68787,WAYNE,42.22703,-97.014959
"PTS FOOD ENTERPRISES, LLC",STARK BREWING COMPANY,NH-S-20012,500 COMMERCIAL ST,MANCHESTER,NH,03101,HILLSBOROUGH,43.0374605,-71.44783921922284
"ST. JOHNSBURY DISTILLERY, INC.",ST. JOHNSBURY DISTILLERY,VT-S-20022,74 EASTERN AVE,ST. JOHNSBURY,VT,05819,CALEDONIA,44.44588685,-72.00997260694444
VERMONT SPIRITS DISTILLING COMPANY,,VT-S-20038,5573 WOODSTOCK RD,QUECHEE,VT,05001,WINDSOR,43.6675692,-72.3244119
"SNOW FARM WINERY, LLC",SNOW FARM DISTILLERY,VT-S-20044,190 WEST SHORE RD,SOUTH HERO,VT,05486,GRAND ISLE,44.666669,-73.330643
"TALL FELLO, LLC",TALL FELLO,CO-S-20095,5394 COUNTY ROAD 154 UNIT 7,GLENWOOD SPRINGS,CO,81601,GARFIELD,33.2183882,-96.741795
GENERAL GEORGE STILLHOUSE LIMITED LIABILITY COMPANY,GENERAL GEORGE STILLHOUSE,KY-S-20113,1867 JUNCTION RD,FALLS OF ROUGH,KY,40119,GRAYSON,37.4849132,-86.2704447
"ANDERSON COUNTY DISTILLING COMPANY, LLC",ANDERSON COUNTY DISTILLING COMPANY,KY-S-20126,1319 VERSAILLES RD,LAWRENCEBURG,KY,40342,ANDERSON,38.05227595,-84.71392512928796
"SOFT TAIL SPIRITS, LLC",SOFT TAIL SPIRITS,WA-S-15018,12280 NE WOODINVILLE DR SUITE C,WOODINVILLE,WA,98072,KING,47.6768496,-122.1273099
"WOODINVILLE WHISKEY COMPANY, LLC",WOODINVILLE WHISKEY CO.,WA-S-15045,14509 WOODINVILLE REDMOND RD,WOODINVILLE,WA,98072,KING,47.6768496,-122.1273099
"LETTERPRESS DISTILLING, LLC",,WA-S-20012,85 S ATLANTIC ST UNIT 110,SEATTLE,WA,98134,KING,47.6128674,-122.3365807
JEANETTE C. TUCKER & DAVID P TUCKER,TUCKER DISTILLERY,WA-S-20043,5451 NW NEWBERRY HILL RD STE 104,SILVERDALE,WA,98311,KITSAP,47.6128674,-122.3365807
"FACTOTUM NORTHWEST, LLC",OLD SOLDIER DISTILLERY,WA-S-20063,309 PUYALLUP AVE UNIT B1,TACOMA,WA,98421,,47.2589157,-122.4432519
"4 LEAF SPIRITS, LLC",PUGET SOUND RUM COMPANY,WA-S-20065,12280 NE WOODINVILLE DR STE C,WODINVILLE,WA,98072,KING,47.6768496,-122.1273099
"HERITAGE DISTILLING COMPANY, INC.",,WA-S-20084,101 E PENNSYLVANIA AVE STE J,ROSLYN,WA,98941,USA,46.581071300000005,-120.49308306327268
"SNOWBRIDGE DISTILLING, LLC",SNOWBRIDGE IMPORTING,WA-S-20096,309 S CLOVERDALE ST STE C8,SEATTLE,WA,98108,KING,47.6128674,-122.3365807
JOHN EMERALD DISTILLING COMPANY LLC,JOHN EMERALD DISTILLING COMPANY,AL-S-20003,706 N RAILROAD AVE,OPELIKA,AL,36801,LEE,32.65063885,-85.35085493127201
"THE HUNTSVILLE BREWERS COOPERATIVE, LLC",HUNTSVILLE BREWERS COOPERATIVE,AL-S-20043,3414 GOVERNORS DR SW STE 605,HUNTSVILLE,AL,35805,MADISON,34.616810900000004,-86.56884201504414
CITIZEN CANNERY LTD.,CITIZEN CANNING CO.,CO-S-20115,1725 SKYWAY DR UNIT 120,LONGMONT,CO,80504,,40.16003055,-104.96860547910515
"ESTES PARK DISTILLING CO., LLC",ESTES PARK DISTILLING COMPANY,CO-S-20131,124 W ELKHORN AVE UNIT A & B,ESTES PARK,CO,80517,LARIMER,39.75260385,-105.22287559016559
QUANTUM J'S CANNING LLC,QUANTUM J'S CANNING,CO-S-20145,3540 HIGHWAY 52 HWY STE A2,FREDERICK,CO,80516,WELD,39.75260385,-105.22287559016559
"FTD ESTES PARK, LLC",FULL THROTTLE DISTILLERY & GRILL ESTES PARK,CO-S-20150,231 MORAINE AVE,ESTES PARK,CO,80517,LARIMER,39.75260385,-105.22287559016559
M SQUARED CONSULTING LLC,TWISTED BRIDGE DISTILLING,CT-S-20021,800 FLANDERS RD BLDG 12 UNIT 2,MYSTIC,CT,06355,NEW LONDON,41.5300962,-72.0896919
"VERITABLE DISTILLERY, LLC",VERITABLE DISTILLERY,CT-S-20036,34 TAUGWONK SPUR RD UNIT 7 & 8,STONINGTON,CT,06378,NEW LONDON,41.5300962,-72.0896919
"CUT SPIKE DISTILLERY, LLC",,NE-S-15003,11941 CENTENNIAL RD SUITE 1,LA VISTA,NE,68128,SARPY,41.257793250000006,-96.01049708374254
"FABRIZIA SPIRITS, LLC",,NH-S-15005,2 INDUSTRIAL WAY UNIT 4 AND 5,SALEM,NH,03079,ROCKINGHAM,42.8914507,-71.32736565580262
SWEETWATER HOLDINGS LLC,NEW ENGLAND SWEETWATER FARM AND DISTILLERY,NH-S-20023,136 MAIN ST,WINCHESTER,NH,03470,CHESHIRE,42.7663528,-72.386793
"HILLIS' SUGARBUSH FARM AND VINEYARD, LLC",HILLIS' SUGARBUSH FARM & VINEYARD,VT-S-15010,206 SUGARBUSH FARM RD,COLCHESTER,VT,05446,CHITTENDEN,44.4737365,-73.19414679705882
"FLAT HAT DISTILLING, INC.",FLAT HAT DISTILLING,WA-S-20108,44 AMARO FARM RD,FRIDAY HARBOR,WA,98250,SAN JUAN COUNTY,48.84782165,-122.61036105978363
"BALLISTIC DISTILLERY, LLC",,WA-S-20127,1403 N GREENE ST STE 2B,SPOKANE,WA,99202,SPOKANE,47.6099669,-117.365167
CURTSON DISTILLERY LLC,,WA-S-20139,30903 US-2,SULTAN,WA,98294,,47.917168700000005,-122.23595039691268
RED BRIDGE DISTILLERY LLC,RED BRIDGE DISTILLERY,WA-S-20148,5951 RED BRIDGE RD,CLE ELUM,WA,98922,KITTITAS,46.581071300000005,-120.49308306327268
OLDE TYME DISTILLERY CO.,OLDE TYME SPIRITS,WA-S-20164,4467 C WILLIAMSON RD,CLAYTON,WA,99110,STEVENS,47.7465317,-117.4012649
BLACK MOON BITTERS LLC,BLACK MOON BITTERS,WA-S-20185,1137 N 96TH ST STE D1,SEATTLE,WA,98103,KING,47.6128674,-122.3365807
"BIG ESCAMBIA SPIRITS, LLC",,AL-S-20004,1185 GOAT FEATHERS LN,ATMORE,AL,36502,ESCAMBIA,30.693320200000002,-88.03178065
"GRAND TRAVERSE DISTILLERY, L.L.C.",GRAND TRAVERSE DISTILLERY,MI-S-15034,215 E FRONT ST,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.282221,-85.39700280254453
"ETON STREET BREWERY, LLC",GRIFFIN CLAW BREWING COMPANY,MI-S-20013,575 S ETON ST,BIRMINGHAM,MI,48009,OAKLAND,42.36412165,-83.08849193200862
"MICHIGAN BREWING WORKS, LLC",,MI-S-20025,3435 DIETZ RD,WILLIAMSTON,MI,48895,INGHAM,42.739906149999996,-84.50638842275859
DISTILLED KALAMAZOO LLC,THE KALAMAZOO STILLHOUSE,MI-S-20029,618 E MICHIGAN AVE,KALAMAZOO,MI,49007,,42.2536276,-85.57905592494048
"GRAY SKIES DISTILLERY, LLC",EASTERN KILLE DISTILLERY,MI-S-20048,7755 CHILDSDALE AVE NE,ROCKFORD,MI,49341,KENT,43.1777258,-85.2909243
"LEHMAN'S ORCHARD, L.L.C.",LEHMANS ORCHARD,MI-S-20060,204 N REDBUD TRAIL,BUCHANAN,MI,49107,BERRIEN,41.7903488,-86.2498923
"FAME OPERATING CO., INC.",ELLIS ISLAND CASINO & BREWERY,NV-S-20015,4178 KOVAL LN,LAS VEGAS,NV,89109,CLARK,36.10782625,-115.14186111825259
LOST SPIRITS DISTILLERY INC,LOST SPIRITS DISTILLERY,NV-S-20028,3202 W DESERT INN RD,LAS VEGAS,NV,89102,CLARKE COUNTY,36.10782625,-115.14186111825259
"LAKE PLACID SPIRITS, LLC","LAKE PLACID SPIRITS, LLC",NY-S-15015,5740 CASCADE RD,LAKE PLACID,NY,12946,ESSEX,42.8279553,-78.5043105
"COPPERSEA DISTILLING, LLC",HIGHLAND SPIRITS,NY-S-15051,239 SPRINGTOWN RD,NEW PALTZ,NY,12561,ULSTER,40.7127281,-74.0060152
DDC LLC,DELAWARE DISTILLING COMPANY,DE-S-20001,18693 COASTAL HIGHWAY,REHOBOTH BEACH,DE,19971,,38.713975,-75.117137
"BEACH BUM DISTILLING, LLC",BEACH TIME DISTILLING,DE-S-20003,32191 NASSAU RD UNIT 5,LEWES,DE,19958,SUSSEX,38.7828256,-75.1414867
"DIAMANTE DISTILLERS, INC.",,DE-S-20007,800 JULIAN LN UNIT 880,BEAR,DE,19701,NEW CASTLE,39.5778901,-75.588815
"DOGFISH HEAD CRAFT BREWERY, LLC",DOGFISH HEAD DISTILLING CO,DE-S-20008,6 CANNERY VILLAGE CTR,MILTON,DE,19968,SUSSEX,38.7246615,-75.2722766
FEEBS DISTILLING COMPANY,,DE-S-20011,733 MCCOLLEY ST,MILFORD,DE,19963,SUSSEX,38.9028752,-75.4290604
COASTAL BREWING COMPANY LLC,HOOP TEA,DE-S-20013,1284 MCD DR,DOVER,DE,19901,,39.1573179,-75.51973653671696
"TACONIC DISTILLERY, LLC",TACONIC DISTILLERY,NY-S-20025,215 BOWEN RD,STANFORDVILLE,NY,12581,DUTCHESS,43.903711,-76.11955045484612
"ORANGE COUNTY DISTILLERY, LLC",,NY-S-20029,19 B MALONEY LN BLDG B,GOSHEN,NY,10924,ORANGE,40.7127281,-74.0060152
"FINAN DISTILLING COMPANY, LLC",TOMMYROTTER DISTILLERY,NY-S-20056,500 SENECA ST STE 110,BUFFALO,NY,14204,ERIE,42.9650382,-73.7952069
"BITTER THIEVES, LLC",FORTHAVE SPIRITS,NY-S-20071,630 FLUSHING AVE,BROOKLYN,NY,11206,NY,40.7127281,-74.0060152
JEREMY BAUMANN AND ASHLEY BAUMANN,VERDI LOCAL DISTILLERY,NV-S-20003,1155 HIGHWAY 40 UNIT B,VERDI,NV,89439,,39.5347703,-119.89888852643662
"BLACK RING, LLC",BLACK RING SPIRITS,WA-S-20125,1700 SE MILE HILL DR STE 1750,PORT ORCHARD,WA,98366,KITSAP,47.0365017,-122.9047626
"TODDEE HOLDINGS, LLC",OCEAN BLUE SPIRITS,WA-S-20176,19495 144TH AVE NE UNIT B-200,WOODINVILLE,WA,98072,,47.6768496,-122.1273099
RESZOLVE LLC,MAURY ISLAND WHISKEY,WA-S-20192,4410 SW POINT ROBINSON RD,VASHON,WA,98070,KING,47.31766,-122.315106
SENNZAFINNE LIBATIONS LLC,SENNZAFINNE LIBATIONS,WA-S-20203,3401 THORNDYKE AVE W STE 119,SEATTLE,WA,98119,KING,47.6128674,-122.3365807
"BEES N HONEY, LLC",PADDOCK,WA-S-20214,1256 SE BISHOP BLVD STE O,PULLMAN,WA,99163,WHITMAN,47.6099669,-117.365167
"NEW HOLLAND BREWING COMPANY, L.L.C.",,MI-S-15000,66 E 8TH ST,HOLLAND,MI,49423,OTTAWA,42.828009,-86.0961055
"GRAND TRAVERSE DISTILLERY, L.L.C.",GRAND TRAVERSE DISTILLERY,MI-S-15003,781 INDUSTRIAL CIR UNITS 4 &,TRAVERSE CITY,MI,49686,GRAND TRAVERSE,44.282221,-85.39700280254453
"FISH HOOK DISTILLING COMPANY, LLC",VALENTINE DISTILLING COMPANY,MI-S-20036,965 WANDA ST UNIT VALENTINE,FERNDALE,MI,48220,OAKLAND,42.36412165,-83.08849193200862
"MARTIN'S HONEY FARM AND MEADERY, LLC",,NY-S-15006,2981 AUBURN RD,SENECA FALLS,NY,13148,SENECA,44.0750999,-75.4096503
BARON NAHMIAS INC.,,NY-S-15039,201 SAW MILL RIVER RD BLDG C,YONKERS,NY,10701,WESTCHESTER,40.7127281,-74.0060152
EASYSPEAK LLC,EASYSPEAK,DE-S-20006,586 MILFORD HARRINGTON HWY UNIT A,MILFORD,DE,19963,KENT,38.9028752,-75.4290604
HOMETOWN BREW LLC,HOMETOWN BREW,NY-S-20006,850 N SAINT PAUL ST STE 21 & 21A,ROCHESTER,NY,14605,US,42.499027,-77.11336112209302
"SPRINGBROOK HOLLOW FARM DISTILLERY, LLC",SPRINGBROOK HOLLOW FARM DISTILLERY,NY-S-20022,133 CLEMENTS ROAD,QUEENSBURY,NY,12804,WASHINGTON,43.2368005,-76.605932
MOUNTAIN VIEW DISTILLERY LLC,BOOTLEGGERS DISTILLERY,NY-S-20044,6080 STATE ROUTE HIGHWAY 30,AMSTERDAM,NY,12010,MONTGOMERY,42.5521945,-78.66114
ASTORIA DISTILLING COMPANY LLC,,NY-S-20080,3100 47TH AVE UNIT 1150A,LONG ISLAND CITY,NY,11101,QUEENS,40.7127281,-74.0060152
"MARLIN & BARREL DISTILLERY, LLC",,FL-S-20024,232 S 8TH ST,FERNANDINA BEACH,FL,32034,,28.9479988,-81.424011
"PARCHED GROUP, LLC",CIRRUS VODKA,VA-S-15000,1603 OWNBY LN,RICHMOND,VA,23220,RICHMOND CITY,37.4963453,-77.46564277453633
"MURLARKEY DISTILLED SPIRITS, LLC",MURLARKEY'S,VA-S-20014,7961 GAINSFORD CT,BRISTOW,VA,20136,PRINCE WILLIAM,38.9007688,-77.03520999467811
"IRONCLAD DISTILLERY, INC",,VA-S-20022,124 23RD ST,NEWPORT NEWS,VA,23607,USA,37.0169734,-76.33210829120475
FALLS CHURCH DISTILLERS LLC,,VA-S-20044,8420 KAO CIR UNIT A,MANASSAS,VA,20110,PRINCE WILLIAM,38.9007688,-77.03520999467811
CAPE CHARLES DISTILLERY LLC,,VA-S-20053,222 MASON AVE,CAPE CHARLES,VA,23310,NORTH HAMPTON,36.7873527,-76.2557025
DEEP CREEK DISTILLING COMPANY LLC,DEEP CREEK DISTILLING COMPANY LLC,VA-S-20063,801 BUTLER ST UNIT 12,CHESAPEAKE,VA,23323,,36.7873527,-76.2557025
GREENBERRY'S COFFEE ROASTERS INC.,,VA-S-20072,141 ZION STATION RD,TROY,VA,22974,FLUVANNA,38.0835746,-78.4710587
DE LA ROCHA LLC,DE LA ROCHA,VA-S-20087,39070 MOUNT GILEAD RD,LEESBURG,VA,20175,,38.9007688,-77.03520999467811
"ABW VIRGINIA BEACH, LLC",,VA-S-20097,1209 CRAFT LN,VIRGINIA BEACH,VA,23454,,36.7873527,-76.2557025
COOL SPRING DISTILLERY LLC,COOL SPRING DISTILLERY,VA-S-20105,37871 NICEWARNER LN,LOVETTSVILLE,VA,20180,,38.9007688,-77.03520999467811
"RIVER CITY DISTILLERY, LLC",RIVER CITY DISTILLERY,VA-S-20127,92 HARVEY ST,RADFORD,VA,24141,,37.27470905,-80.02020877151719
"IRONCLAD DISTILLERY, INC",IRONCLAD DISTILLERY,VA-S-20134,1200 PRINCESS ANNE ST,FREDERICKSBURG,VA,22401,FREDERICKSBURG,38.229773,-77.50310814247669
JERRY N. DEAL,FORKS OF CHEAT DISTILLERY,WV-S-15000,2811 STEWARTSTOWN RD,MORGANTOWN,WV,26508,MONONGALIA,39.6231842,-79.9240387
"BLOOMERY DISTILLERY, LLC",,WV-S-15003,322-324 N MILDRED ST,CHARLES TOWN,WV,25414,JEFFERSON,39.2780214,-77.8524438
"THE SWEETER SIDE OF THE FEUD, INC.",THE SWEETER SIDE OF THE FUED SPIRITS,WV-S-20013,224 HAINES BRANCH RD,CHARLESTON,WV,25320,KANAWHA,38.4692757,-81.6855789
"ST. CROIX SPIRITS, LLC",,WI-S-20013,117 3 1/2 ST,CLAYTON,WI,54004,,44.53979305,-90.03911745082598
"GREAT LAKES DISTILLERY, LLC",GREAT LAKES DISTILLERY,WI-S-15001,616 W VIRGINIA ST,MILWAUKEE,WI,53204,MILWAUKEE,43.02988085,-87.92012556020981
HENRY FARMS PRAIRIE SPIRITS LLC,HENRY FARMS PRAIRIE SPIRITS,WI-S-15022,7794 PATTON RD,DANE,WI,53529,DANE,42.967640849999995,-90.33042460582658
"INFINITY BEVERAGES, LLC",INFINITY BEVERAGES WINERY & DISTILLERY,WI-S-20001,3460 MALL DR,EAU CLAIRE,WI,54701,,44.53979305,-90.03911745082598
"DISTILLERY PARTNERS, LLC",GREAT NORTHERN DISTILLING,WI-S-20007,1011 SECOND ST,STEVENS POINT,WI,54481,USA,44.53979305,-90.03911745082598
DUCK CREEK VINEYARD AND WINERY LLC,DENMARK DISTILLING,WI-S-20037,5046 CTY RD R,DENMARK,WI,54208,BROWN,44.0552585,-88.16557769541275
DOG AND SHRUB DISTILLERY LLC,DOG AND SHRUB DISTILLERY,WI-S-20050,145 INDUSTRIAL DR,LAKE MILLS,WI,53551,JEFFERSON,42.9933755,-88.2441376835577
"WISCONSIN BREWING COMPANY, LLC",,WI-S-20068,1079 AMERICAN WAY,VERONA,WI,53593,DANE,42.967640849999995,-90.33042460582658
"RIVER BEND WINERY & DISTILLERY, LLC",,WI-S-20079,10439 33RD AVE,CHIPPEWA FALLS,WI,54729,CHIPPEWA,44.307136,-88.30936172858387
YOUNG BLOOD BEER COMPANY LLC,YOUNG BLOOD BEER COMPANY,WI-S-20091,1915 S STOUGHTON RD,MADISON,WI,53718,,42.9933755,-88.2441376835577
BLUE PANTS BREWERY LLC,,AL-S-20005,500 LANIER RD BLDG 1,MADISON,AL,35758,USA,34.68163145,-86.84569571284743
BLUE SKY BREWING LLC,THORNAPPLE BREWING COMPANY,MI-S-20071,6262 28TH ST SE,GRAND RAPIDS,MI,49546,KENT,43.1777258,-85.2909243
JACOB BONTHUIS,JAB DISTILLERY,MI-S-20083,2600 S SLOCUM RD,RAVENNA,MI,49451,,43.4680605,-85.9765669
"SHIPWRECK DISTILLERY, LLC",,MI-S-20089,4895 N CASEVILLE RD,CASEVILLE,MI,48725,HURON,44.2759583,-83.5045039
ARCADIA BREWING COMPANY,ARCADIA ARTISAN DISTILLERS,MI-S-20094,701 E MICHIGAN AVE,KALAMAZOO,MI,49007,KALAMAZOO,42.2536276,-85.57905592494048
"MOTOR CITY BREWING WORKS, INC.",,MI-S-20106,19350 LIVERNOIS AVE,DETROIT,MI,48221,,42.36412165,-83.08849193200862
"ENTENTE SPIRITS, LLC",ENTENTE SPIRITS,MI-S-20116,9151 FIRST ST,BARODA,MI,49101,BERRIEN,41.7903488,-86.2498923
KOMBUCHA ON TAP LLC,SACRED SPRINGS KOMBUCHA,MI-S-20159,1059 WEALTHY ST SE STE B,GRAND RAPIDS,MI,49506,KENT,43.1777258,-85.2909243
THE MOUNT VERNON LADIES ASSOC. OF THE UNION,,VA-S-1797,5514 MOUNT VERNON MEMORIAL HWY,MOUNT VERNON,VA,22121,FAIRFAX,38.9007688,-77.03520999467811
"MOUNT DEFIANCE CIDERY & DISTILLERY, LLC",,VA-S-20015,207 W. WASHINGTON ST,MIDDLEBURG,VA,20117,LOUDOUN,38.9007688,-77.03520999467811
"COPPER FOX DISTILLERY ENTERPRISES, L.L.C.",,VA-S-20032,901 CAPITOL LANDING RD,WILLIAMSBURG,VA,23185,UNITED STATES,37.26112675,-76.63456510537068
"PHENOMENAL SPIRITS, INC.",PHENOMENAL SPIRITS,VA-S-20073,2401 CASTLETON COMMERCE WAY STE 103,VIRGINIA BEACH,VA,23456,,36.7873527,-76.2557025
"THREE NOTCH'D DISTILLING COMPANY, LLC",THREE NOTCHD DISTILLING COMPANY,VA-S-20116,2461 ROCKFISH VALLEY HWY,NELLYSFORD,VA,22958,,38.1357949,-79.08927008810585
"SWILLED DOG SPIRITS, LLC",SWILLED DOG SPIRITS,WV-S-20026,28 PENDLETON COUNTY INDUSTRIAL PARK RD UNIT C,UPPER TRACT,WV,26866,PENDLETON,38.9065771,-79.3144163
"JKLM DISTILLING PARTNERS, LLC",HÄNDEN DISTILLERY,WI-S-20026,W62N590 WASHINGTON AVE STE B,CEDARBURG,WI,53012,OZAUKEE,43.02988085,-87.92012556020981
"ALTERED SPIRITS DISTILLERY, LLC",,WI-S-20061,111 A KETTLE MORAINE DR N,SLINGER,WI,53086,WASHINGTON,43.32017085,-88.38657566988931
"NORTHERN UNITED BREWING COMPANY, LLC",JOLLY PUMPKIN ARTISAN ALES,MI-S-20129,21931 MICHIGAN AVE STE 100,DEARBORN,MI,48124,,42.36412165,-83.08849193200862
"NORTHERN UNITED BREWING COMPANY, LLC",JOLLY PUMPKIN ARTISAN ALES,MI-S-20141,218 ALBERT AVE,EAST LANSING,MI,48823,INGHAM,42.739906149999996,-84.50638842275859
"PETOSKEY BREWING COMPANY, LLC",,MI-S-20148,1844 HARBOR-PETOSKEY RD,PETOSKEY,MI,49770,,45.7795325,-84.7328110494403
"GREY MATTER DISTILLERY, LLC",GREY MATTER DISTILLERY,FL-S-20025,1221 MAYPORT RD,ATLANTIC BEACH,FL,32233,DUVAL,28.7997476,-81.4218455
"SUGARLANDS DISTILLING COMPANY, LLC",SUGARLANDS DISTILLING COMPANY,TN-S-20008,805 PARKWAY,GATLINBURG,TN,37738,SEVIER,35.82003055,-83.57861477811417
ARVIS M KEYS,COCKE COUNTY DISTILLERY,TN-S-20025,337 OLD KNOXVILLE HWY,NEWPORT,TN,37821,COCKE,36.13968345,-83.287715443259
GUTTER BOUND DISTILLERY LLC,GUTTER BOUND DISTILLERY,TN-S-20076,15370 TN-13,HURRICANE MILLS,TN,37078,HUMPHREYS,36.082364600000005,-87.83305356575342
"KEEL & CO. DISTILLING, INC.",,AL-S-20006,119 W CHURCH ST,HEADLAND,AL,36345,HENRY,31.30728765,-85.53023880945481
"ABERRANT BREWING COMPANY, INC.",ABERRANT ALES,MI-S-20202,219 W GRAND RIVER AVE,HOWELL,MI,48843,LIVINGSTON,42.6284826,-83.8746715
